codes,day,city,name,address,startTime,isAccessible
C12,Tue,Malden,Getting Better,"Club 24, 787 Salem St.",7 p.m., 
O,Tue,Malden,End Of The Line,"Oak Grove Comm. Ctr., Grove St.",7:30-8:30 p.m., 
C12,Tue,Malden, ,"Immac. Concep. Rec., 10 Fellsway E.",8 p.m., 
O,Tue,Mansfield,Rose Garden,"St. Mary's, Rose Garden Bldg., 330 Pratt St.",7:30 p.m., 
CD,Tue,Marblehead,Jumpstart,8 Anderson St.,7 a.m., 
CBBW,Tue,Marblehead,Circle Of Light,"St. Andrew's, 135 Lafayette St.",7:30 a.m., 
OD,Tue,Marblehead,Light one Candle,"28 Mugford St., Side Entrance, 2nd Fl.",10:30 a.m., 
C12,Tue,Marblehead, ,8 Anderson St.,Noon-1p.m., 
CD,Tue,Marblehead,Quittin Time,8 Anderson St.,4-5 p.m., 
C12W,Tue,Marblehead,Higher Powered,"St. Andrew's, 135 Lafayette St.",7- 8:15 p.m., 
CDM12,Tue,Marblehead,Men's Step,8 Anderson St.,7-8 p.m., 
C12,Tue,Marblehead,Mugford 12 + 12,28 Mugford St.,7 p.m., 
C12,Tue,Marblehead, ,8 Anderson St.,8:30 p.m., 
OD,Tue,Marion,Eye Opener,"St. Gabriel's, 124 Front St.",7:30-8:30 a.m., 
OD,Tue,Marlboro,Early Risers,33 Main St.,6:45-7:45 a.m.,Handicap Yes
OD,Tue,Marlboro,Arc Angels,33 Main St.,NOON, 
O12W*,Tue,Marlboro,Women's Step,"A.R.C., 33 Main St.,","5:30-6:30 p.m., beg. 5-5:30 p", 
OD,Tue,Marshfield,Harmony,"Sanctuary Ch., 185 Plain St.",6-7 pm, 
O*,Tue,Marshfield,Green Harbor,"Assumpt. Ch., Rt. 139, 40 Canal St.","8:00 p.m., beg. 7pm",Handicap Yes
O,Tue,Marston Mills,It Only Takes Two,"Liberty Hall, 2150 Main",8 p.m., 
OD,Tue,Martha's Vnyd.,Open Discussion,"1st Baptist Par. Hse., 66 William St., Vineyard Haven",6:45 a.m.,Yes
OSD,Tue,Martha's Vnyd., ,"St. Andrew's Par.Hse, 51 Winter St.,Edgartown",NOON,Handicap Yes
OBB,Tue,Martha's Vnyd.,Big Book Discussion,"Baptist Par. Hse., 66 William St. Vineyard Haven",5:15 p.m.,Handicap Yes
C12,Tue,Martha's Vnyd.,Closed Step,"Baptist Par.Hse., 66 William St., Vineyard Haven",8:00 p.m,Handicap Yes
O,Tue,Mashpee,Bill's Friend's,"Christ the King Church, Mashpee commons",7:30-8:30 p.m.,Handicap Yes
O,Tue,Mattapoisett, ,"American Legion, Railroad & Depot",8-9:00 p.m., 
OSD,Tue,Maynard,Now,"Methodist Church, 2 Summer St.",NOON, 
O,Tue,Maynard, ,"St. Bridget's, 1 Percival St.",8-9 p.m.,Handicap Yes
OD,Tue,Medfield,Discussion/Beginners,"Episcopal, 28 Pleasant St.",7:30-8:30 p.m., 
O,Tue,Medford,Mid Week,"Grace Episcopal, 160 High St.",7:30-8:30 p.m.,handicap Yes
C12,Tue,Medway,No Name,"St. Joseph, 151 Village St.",7:30 p.m., 
CD,Tue,Melrose,Mid Morn. Drop In,"First Baptist, Main & Upham Sts.",10-11:00 a.m., 
O*,Tue,Melrose,Pass It On,"1st Baptist, Main & Upham","8:00-9:00 p.m., Beg. 7 p.m.",Handicap Yes
C12,Tue,Methuen,Primary Purpose,"Spiritual Life Ch., 126 Merrimac St., Rte. 110",10 a.m., 
OBB,Tue,Methuen,Neutral Attitude,"K of C Hall, 462 Broadway (Bring Own Book)",8:30 p.m.,Handicap Yes
OD,Tue,Middleboro,Hope Is Here,"Advent Luth. Ch., 62 E. Grove St.",Noon,Handicap Yes
O12,Tue,Middleboro, ,"Methodist Ch., 14 School St.",8:00 p.m., 
C12,Tue,Milford,Joy Of Living,"Trinity Ch., Exchange & Congress Sts.",NOON, 
OD,Tue,Milford,Winners,"First cong. ch., 4 Congress St.",7:30-8:45 p.m., 
O12,Tue,Milford,Eye Opener,"Unit. Univ Ch., 23 Pine St.",8:30 a.m., 
O12,Tue,Milton,Farm,"Methodist Parkway Ch., 158 BlueHills Pkwy.",NOON, 
CD,Tue,Nantucket,Drop In Center,Vesper Lane,7:00 a.m., 
OD,Tue,Nantucket,Noon,"1st Cong Ch.,62 Center St.",Noon, 
O12,Tue,Nantucket,Drop In Center,Vesper Lane,5:30 p.m., 
CB,Tue,Nantucket,Beginner's,"Baptist Church, Summer St.",8:00 p.m., 
OBB,Tue,Natick,Into Action,"Metro West Med., 67 Union St., 2nd Cafe",7:15 p.m.,Handicap Yes
OD,Tue,Natick,Fire Escape Beginners,"1st Cong. Ch., 2 E. Central St.",7:30-8:30 p.m., 
CBB,Tue,Needham, ,"Methodist, 800 Highland Avenue",8:00 p.m., 
OD,Tue,New Bedford,AM Recovery,360 Coggeshall St.,8-9 a.m., 
OSD,Tue,New Bedford,Daily Reflections,"Faith Ministries, 177 Cove St.",Noon, 
OD,Tue,New Bedford,Seaside Serenity,"1st. Cong., Ch., 2195 Acushnet Ave.",Noon - 1 p.m., 
OD,Tue,New Bedford,New Beginnings,366 Coggeshall St.,Noon - 1 pm, 
C12,Tue,New Bedford,Fresh Start,"Lady Assumption, 54 So. 6th St.",8 p.m., 
OD,Tue,Newburyport,Recovery,"Unitarian Ch., 26 Pleasant St.",NOON-1 p.m.,Handicap
O12W,Tue,Newburyport,Step Sisters,"Unitarian Church, 26 Pleasant St",7-8 p.m., 
OSD (beg),Tue,Newburyport,The Hot Dog Meeting,"St. Paul's, 166 High St.,",7:30-8:30 pm, 
O12,Tue,Newton,Jump Start,"Ch. of Messiah, 1900 Comm. Ave.",6:45-7:45 a.m. Tapes, 
OD,Tue,Newton,Reflections,"United Ch. of Auburndale, 64 Hancock St.",7 a.m., 
OD,Tue,Newton,Norumbega,"M.D.C., 107 Charles St.",NOON, 
CBB12,Tue,Newton,Happy Hour - BBSS,"United Parish, Hancock St., Auburndale",5-6 p.m., 
OBB12,Tue,Newton,BBSS,"DCR, 107 Charles St.",6:00 p.m., 
C12W,Tue,Newton,S.S.T.S.,"Ch. of Messiah, 1900 Comm. Ave.",7-8 p.m., 
CBB12,Tue,Newton,There Is A Solution,"Lutheran Ch., 1310 Centre St.",7:30 p.m., 
O,Tue,Newton,Serenity,"Carroll Ctr., 770 Centre St.",8:00-9:00 p.m.,Handicap Yes
CD,Tue,Newton,Late Show Legacies,"Mary Immaculate Ch., 270 Elliot St.",8:30 - 10 pm, 
O12,Tue,No. Andover, ,"St. Paul's Epis., 396 Main",7:30 - 9 p.m., 
OD,Tue,No. Attleboro,Tower,"1st cong. Ch., Schoolhouse, 676 Old Post Rd.",7:30-8:30 p.m., 
OD,Tue,No. Reading,Center-Beginners,"Masonic Temple, 283 Park St.",7 p.m.,Handicap Yes
O12,Tue,Norfolk,Daily Steps,"St. Jude's, 86 Main St.",NOON-1 p.m., 
OD,Tue,Norwell, ,"United Ch. Christ, Rt. 123",NOON,Handicap Yes
O12,Tue,Norwell,New Hope Step,"United Ch. Of Christ, Rte. 123",7:15 - 8:15 p.m., 
O,Tue,Norwell,New Hope,"United Ch. Christ, Rt. 123",8:30-10:00 p.m.,Handicap Yes
OD,Tue,Norwood,Sunny-side Up,"St. Timothy's, 650 Nichols St.",7-8 am,Handicap Yes
OD,Tue,Norwood, ,"1st Baptist Ch. Hall, 71 Bond St.",NOON-1 p.m.,Handicap Yes
C12,Tue,Norwood,Tuesday Step,"Norwood Hosp., 800 Washington St., Dining Rm.",7-8 p.m., 
O*,Tue,Norwood, ,"Elks Hall, 152 Winslow Ave.","8-9 p.m., Beg. 6:30-7:30 p.m.", 
CDW,Tue,Orange,Percolators,"Day Break Ctr., 7 E.Main",6:30-7:30 p.m., 
OD,Tue,Orleans, ,"Drop-In Center, 26 Giddiah Hill Rd.",7a.m. 5 p.m.,Handicap Yes
OD,Tue,Orleans,Let It Go,"Odd Fellow Hall, 132, 1 Namskaket Rd.",NOON,Handicap Yes
OD,Tue,Osterville,Sobriety First,"St. Peter's Epis., Wianno Ave.",9:30-10:30 a.m., 
O12,Tue,Osterville, ,"Methodist Ch., 57 Pond St.",7:30 p.m., 
CM,Tue,Peabody,Square,"K of C, 96 Main St.",7:30 p.m.,Handicap Yes
CWBBSS,Tue,Pembroke,Women of Dignity,"46 Columbia Rd, 3rd Fl., Rte. 53",10:30 a.m.,Yes
CBB,Tue,Pepperell,New Dawn,"Church of the Holy Spirit, 1 Tucker St.",7:30 p.m., 
O,Tue,Plainville,Crystal Village,"United Methodist Ch., 16 East Bacon St.",7:30-8:30 p.m., 
O,Tue,Plymouth,Fore & Aft,"Christ Ch. Par. Hall, 149 Court St.",10:30 a.m.,Handicap Yes
O12,Tue,Plymouth,Tues. Night Steps,"Ch. of Pilgrimage, 8 Town Square",7-8:30 p.m., 
O12,Tue,Plymouth, ,"Red School House, Herring Pond Rd.",7:30 p.m., 
ODBB,Tue,Pocasset,Roots & Causes,"Baptist Ch., 292 Barlows Landing Rd.",5:30 - 6:30 p.m., 
OD,Tue,Pocasset,Hit The Deck,"Firehse., 311 Barlows Landing Rd.",7:30-8:30 a.m., 
OD,Tue,Provincetown,Big Book,"United Methodist Ch., 10 Shank Painter Rd.",7:00 - 8:00 a.m. and NOON-1 p.m.,Handicap Yes
OD,Tue,Provincetown,Living Sober,"United Methodist Ch., Rear, 10 Shank Painter Rd.",5:30-6:30 p.m., 
OD,Tue,Quincy,1st Step,"United Methodist Ch., 40 Beale St.",7-8 am, 
OD,Tue,Quincy,Fort Sq 11th Step,"Presbyterian Ch., 16 Pleasant",7-8 a.m.,Handicap Yes
OBB,Tue,Quincy,Way of Life,"St. Joseph's, Washington St.",7:30 p.m., 
O12,Tue,Quincy,Stepping Out,"St. Chrysostom, 523 Hancock St.",7:30 p.m., 
CBB12,Tue,Quincy,Searching & Fearless,"United Methodist Ch., 40 Beale St.",7:30 p.m., 
O,Tue,Quincy,Dysart,10 Dysart Street,8 p.m., 
C12W,Tue,Randolph,Women's Unity Step,"1st Baptist, 528 N. Main",7:30 p.m., 
CD,Tue,Raynham,Lit. Disc.,"Stone Church, Rte.104",9:30 a.m., 
C12,Tue,Raynham, ,"Congregational, Route 104",8:00 p.m., 
CD,Tue,Revere,Great Desire,"Immac. Conc. Ch., Winthrop Ave. & Beach St.",11:30 a.m., 
O,Tue,Rockland,Let Go & Let God,"Trinity Epis., 3 Goddard Ave.",8-9 p.m., 
C12,Tue,Rockport, ,"Baptist Ch., Broadway",NOON-1 p.m.,Handicap Yes
C12,Tue,Rockport, ,"1st. Cong., School St.",7:30-8:30 p.m., 
O12,Tue,Salem,Another Chance,"St. James Chapel, Federal St., Rear",10-11:15 a.m., 
OSD,Tue,Salem,Another Chance,"St. James Chapel, 156 Federal St., Rear",10-11:15 a.m.,Handicap Yes
OBB12,Tue,Salem,Smart Start,"Life Bridge, 56 Margin St.",4 - 5 p.m., 
C12,Tue,Salem,Simply 12 + 12,"Grace Ch., 385 Essex St.",6 - 7:15 p.m., 
CD,Tue,Salem,Old Salem,"St. Peter's, 24 St. Peter's Street",7:30 p.m.,Handicap Yes
OSD,Tue,Salisbury,Claim Your Seat,"Boys and Girls Club, 18 Maple St.",7-8 p.m., 
OBB,Tue,Sandwich,Spirit Of Goodness,"1st Ch. Christ Base., 136 Main St.",7:30 p.m., 
C12,Tue,Saugus,One Step at a Time,"St. John's, Central St.",7:30 p.m., 
OBB,Tue,Scituate,Path to Freedom,"St. Mary's Parish Hall, 1 Edward Foster Rd.",7:00 p.m., 
CBB,Tue,Sharon, ,"Lady Sorrows, 59 Cottage St.",10:30 a.m., 
C12,Tue,Shrewsbury,Eternal Vigilance,"Trinity Episcopal, 440 Main St",7-8 a.m., 
CBB,Tue,So. Boston,Pilot House,"Task Force, 345 Old Colony Ave.",7:15 a.m., 
OD,Tue,So. Boston,Early Bird,"St. Monica's Ch. Hall, Old Col. Ave.",7:30- 9 AM, 
OD,Tue,So. Boston,Keep The Spirit,"St. Monica's Ch. Hall, Side Dr., Old Col.Ave. & Preble",11:30 a.m., 
C12,Tue,So. Boston, ,"St. Monica's, 331 Old Colony Ave., Rec. Base.",6 p.m., 
OSD,Tue,So. Boston,Out of the Darkness,"Recovery Center, 70 Devine Way",7-8 p.m., 
O,Tue,So. Boston,Design For Living,"Tynan Schl., 650 E. 4th St.",7:30-8:30 p.m.,Handicap Yes
O,Tue,So. Boston,Answer,5 G Street,7:30 - 8:30 p.m., 
CD,Tue,So. Dennis, ,"Masonic Hall, 242 Old Bass River Rd.",5:00-6:00 p.m.,Handicap Yes
CDM,Tue,Somerset,Stag,"American Legion Hall, Roosevelt Ave.",7:00 p.m., 
C12M,Tue,Somerville,Kitchen Group,"St. Benedict's Convent, 15 Franklin St.",7 p.m., 
C12M,Tue,Somerville,Men's Step,"St. Ann's Sch. Base., 50 Thurston St.",7 p.m., 
CDM,Tue,Somerville,Dignitaries Sympathy,"St. James Episcopal, 1170 Broadway",7:30 - 8:45 pm, 
OD,Tue,Southboro,We Believe,"St. Matthew's, 105 Southville Rd.",7:30-8:30 p.m., 
CD,Tue,Stoneham,2 for 1,"1st Baptist Ch., 457 Main St., Enter Hancock",1-2 pm, 
O12,Tue,Stoughton,Beginners Step,"Kindred Hospital, 909 Sumner St.",6-7 p.m.,Yes
O,Tue,Stoughton,Tuesday Night,"Kindred Hospital, 909 Sumner St. café.",7:30 p.m.,Yes
C12M,Tue,Sudbury,Men's Step,"First Parish Ch., 327 Concord Rd.",7 - 8 p.m., 
OSD,Tue,Sudbury, ,"Lady of Fatima, 160 Concord Rd., off 27",8-9 p.m., 
O,Tue,Taunton,Unity,"State Hospital, R. Silvia Bldg., 60 Hodges Ave.",6:30 - 7:30 p.m.,Handicap Yes
O*,Tue,Taunton,Serenity,"Union Cong. Ch., 265 West Brittania St.","8 p.m., Steps 1-3 6:30 pm", 
OD,Tue,Tewksbury,Good To Yourself,"St. William's School Base., Rte. 38",11:30 a.m., 
C12,Tue,Tewksbury,Joy Of Living,"State Hosp., Chapel, 365 East St.",6:30 - 7:30 p.m.,Handicap Yes
OSD,Tue,Topsfield,Amazing Grace Of God,"Cong. Ch., 9 E. Common St.",7-8 p.m.,Handicap Yes
O,Tue,Topsfield, ,"Trinity Church, 124 River Road",7:30-8:30 p.m.,Handicap Yes
OD,Tue,Truro,North,"Christ. Union Ch., Route 6A",8:00 p.m.,Handicap Yes
OD,Tue,W. Barnstable,Fellowship Works,"1717 Mtg. Hse. Ch., 2049 Mtg. Hse. Way",5:00 p.m., 
OD,Tue,W. Barnstable,Friendship,"Our Lady of Good Hope, 4 Parker Rd., 6A",7:30 p.m., 
OD,Tue,W. Bridgewater,Just For Today,"24 S. Clubhouse, 320 W. Center St.",7 - 8 a.m., 
OSD,Tue,W. Bridgewater,Out to Lunch,"24 So. Clubhouse, 320 W. Center St.",Noon, 
OSD,Tue,W. Bridgewater,Joy is in the Journey,"Today Club House, 465 N. Main",5.30-6.30 p.m., 
O,Tue,W. Bridgewater,The Jay Walker,"24 S. Clubhouse, 320 W. Center St.",7-8 p.m., 
CW12,Tue,W. Roxbury,Recovering Step Sisters,"St. Stephen's, 5160 Washington St.",7-8 p.m., 
ONS*,Tue,W. Roxbury,Starting Over,"St. George's, 55 Emmonsdale Rd.","7 p.m., Beg. 6 p.m.",Handicap Yes
CBB,Tue,W. Roxbury,Winners,"Ohrenberger Sch., 175 W. Boundary Rd.",7:00 p.m., 
CD,Tue,Wakefield, ,"Congregational, 1 Church St.",NOON, 
OBB,Tue,Wakefield,Big Book Magic,"1st Baptist Ch., 8 Lafayette St.",7:00 p.m., 
OD,Tue,Waltham,Day At A Time,"Presbyterian Ch., 34 Alder St.",NOON - 1:15 p.m., 
OD,Tue,Wareham,There is Hope,"Wesley United Meth. Ch., 462 Main St.",7:30 a.m., 
OD,Tue,Wareham,Here and Now,"Wesley United Meth. Ch., 462 Main St.",NOON - 1p.m.,Handicap Yes
OBBW,Tue,Wareham,Women's BB,"Wesley Ch., 462 Main St.",1:15 PM, 
O*,Tue,Watertown,Easy Does It,"Grace Vision Ch., 80 Mt. Auburn St.",7:30 p.m. Beg.6 p.m.,Handicap Yes
OD,Tue,Wellesley,Top Of The Hill,"Friends Mtg. Hse., 26 Benvenue",NOON, 
CD,Tue,Westboro,No Name,"Good Shepard Ch., 183 W. Main St.",NOON-1 p.m., 
OD,Tue,Westboro,4th Dimension Meditation,"United Methodist Ch., 120 Main St.",6-7:15 p.m., 
OBB,Tue,Westboro,A Vision For You-Tue,"Chapel @ Cross, 160 Flanders",7:30 p.m., 
C12,Tue,Weston,College,"Campion Center, 319 Concord Rd.",8:00 p.m., 
CD,Tue,Westport,Sober Today,"Pacific Union Ch., 526 Old County Rd.",7 p.m., 
CDW,Tue,Westwood, ,"Islington Comm. Ch., Rt. 1A & East",7:30 p.m., 
OD,Tue,Weymouth,Miracles Happen,Nazarene Ch. 385 Ralph Talbot St.,7:30-8:30 p.m.,Handicap Yes
O*,Tue,Weymouth,Freedom,"K of C, 25 Chauncy St.","7:30-8:30 p.m., Beg. 6:30 p.m.",Handicap Yes
O*,Tue,Whitman, ,"Episcopal Hall, 44 Park Avenue",8:00 p.m. Beg. 6:45 p.m., 
OD,Tue,Wilmington,You're Worth It,"Methodist Church, 87 Church St.",8:00 p.m., 
C12,Tue,Winchester,Day By Day,"Crawford Mem. Meth. Ch., Church St.",7 p.m., 
CBB,Tue,Winthrop, ,"St. John's, 222 Bowdoin St.",7:30 p.m., 
OD,Tue,Woburn,Court Jesters,"United Methodist Ch., 523 Main St.",1-2 p.m., 
OD,Tue,Worcester,7A Group,107 Lincoln St.,7:00-8:00 a.m.,Handicap Yes
OD,Tue,Worcester, ,"695 Main St., 4th Fl.",9:30 a.m.,Handicap Yes
OSDYP,Tue,Worcester, ,"St. Matthew's, 695 Southbridge",7:30 p.m., 
O,Tue,Worcester,Quinsig,"Sacred Heart Ch., 600 Cambridge St.",8-9 p.m.,Handicap Yes
O,Tue,Yarmouth,Serenity,"St. David's Ch., 205 Old Main St.",7:30-8:30 p.m., 
OSD,Wed,Abington,Early Bird Dawn Patrol,"United Church, Rte 18, 10 Bedford St.",7-8 a.m., 
OBB,Wed,Acton,Big Book Study,"Baptist Ch., 592 Mass. Ave.",7:30-9 p.m., 
OD,Wed,Allston,Overdue,"Hill Memorial Ch., 279 N. Harvard",Noon-1 p.m., 
OBBM,Wed,Allston,Big Book Readers,"Hill Memorial Ch., 279 No. Harvard St.",7:30 p.m., 
CBB12,Wed,Allston,Boiled Owls,"Jackson Mann School, Union Sq.",8:00-9:00 p.m., 
OD,Wed,Amesbury,What's Good About Today,"Unity on River, 58 Macy, Rte. 110",7-8 a.m.,handicap yes
CW,Wed,Amesbury,Women's Meeting,"Union on River, 58 Macy St., Rte. 110",10:00-11:30 a.m., 
OD,Wed,Amesbury, ,"The Elms, 53 Friend St.",7:30-8:45 p.m.,Yes
OD,Wed,Andover,Serenity,"Christ Church, 33 Central St.",10:30 a.m., 
CD,Wed,Arlington,Just For Today,"St. Camillus, 1175 Concord Turnpike",7-8 a.m. 6 a.m.,Handicap Yes
CDBB,Wed,Arlington,Primary Purpose,"St. Camillus, 1175 Concord Turnpike",6-7 p.m., 
O,Wed,Arlington, ,"Unitarian Church, 630 Mass. Ave.",7 p.m., 
OD,Wed,Arlington,Action,"Trinity Baptist, 115 Mass. Ave.",7:00 p.m., 
OSD,Wed,Arlington,Turn Around,Right Turn Group Conf. Rm. 299 Broadway,7:30-8:30 p.m., 
OD,Wed,Attleboro,Desire to Stop,"Cameron Bldg., 68 Falmouth St.",Noon-1:00 p.m.,Handicap Yes
OD,Wed,Attleboro,Keep Trying,"Advent Christian Ch., 560 Pleasant St.",Noon - 1p.m., 
OBB12,Wed,Attleboro,Design For Living,"1st Baptist Ch., 118 S. Main St.",7:30 p.m., 
CD,Wed,Bedford,First Things First,"1st Ch. Christ, 25 Great Rd.",6:00-6:45 a.m., 
OBB,Wed,Bellingham,Design for Living,"How It Works Club, 176 Mechanic St.",7-8 p.m., 
C12W,Wed,Berkley,Going the Extra Mile,"United Meth. Ch., 93 Myricks St.",7-8 p.m., 
CSD,Wed,Beverly,Second Chance,"White Whale, 9 Hale St.",5:30-6:30 p.m., 
O,Wed,Beverly,One Day At A Time,"St. Peter's Epis., 4 Ocean St.",7-8 p.m., 
OD,Wed,Beverly Farms,Unmerited Gift,"Baptist Ch., 9 Hart St.",8 p.m., 
O,Wed,Billerica,Suburban,"St. Ann's, 14 Treble Cove Rd.,",8-9 p.m.,Handicap Yes
O12,Wed,Blackstone,12 Golden Steps,"St. Theresa, 630 Rathbun St.",12-1 p.m., 
OSD,Wed,Boston,Rise & Shine,"St. Francis Hse. Shelter, 39 Boylston St.",7-8 a.m., 
OBB,Wed,Boston,164 Upon Awakening,"Our Lady of Victories, 27 Isabella St",7-8 AM, 
OSD,Wed,Boston,Sahara Sunrise,"Harvard Vanguard, 147 Milk St., Conf. Rm. 1B",7:30-8:30 a.m., 
O12,Wed,Boston,Back Bay Steps,Arlington St. Church,7:30 a.m., 
OD,Wed,Boston,Copley Noontime,"Trinity Ch., Claredon St. ,Ferris Library",Noon,Handicap Yes
O,Wed,Boston,Ashburton: no hol or 3rd wed,Alley next to 20 Ashburton Pl.,Noon-1 p.m., 
CD,Wed,Boston,Lunchtime,"BU Marsh Chapel, Marsh Rm., 735 Comm. Ave.",1-2 p.m., 
ODW,Wed,Boston,Women's Discussion,"Rosie's Place, 889 Harrison Ave.",3:30 - 4:30 p.m.,Handicap Yes
OD,Wed,Boston,Drop In,"St. Anthony's Shrine, 100 Arch St.",5:45-6:45 p.m., 
O12,Wed,Boston,Project 12,"Project Place, 1145 Washington St.",6-7 p.m.,Handicap Yes
OSDG,Wed,Boston,Laundry,74 Kilmarnock St.,6-7:00 p.m., 
OSD,Wed,Boston,Beginners Mind,"Old South Church, 645 Boylston St.",6:30-7:45 p.m., 
O,Wed,Boston,Not Forgotten,"Vets Shelter, 17 Court St.",6:45-7:45 p.m., 
O12,Wed,Boston,Cathedral Steps-Holy Cross,419 Shawmut Ave.,7-8 p.m.,Handicap Yes
O12,Wed,Boston,Prince St.,"Mariners House, II North Sq.",8-9:00 p.m., 
OM,Wed,Boston, ,"Hope House, 8 Farnham St.",8-9 p.m., 
ODG,Wed,Boston,Old West,"Emmanuel Ch., 15 Newbury St.",8:30 -9:30 p.m., 
OD,Wed,Braintree,Primary Purpose,"Emmanuel Episcopal Parish Center, 519 Washington St.",12:15-1:15 p.m., 
OD,Wed,Brewster,Grateful Living,"United Meth. Ch., 701 Airline Rd.",7:15-8:15 a.m., 
OD,Wed,Brewster,5 Alive,"Club Dry Dock, 1439 Main St., Rte. 6A",5 p.m., 
CM12,Wed,Brewster,Easy Does It But Do It,"Trinity Luth., 1883 Main St.",7:00 p.m.,Handicap Yes
OD,Wed,Bridgewater,Let's Give It Away,"St.Thomas Aquinas Ch., 103 Center St.",9:30 a.m., 
CD,Wed,Bridgewater,Step,"United Methodist Ch., 35 School St.",NOON - 1p.m., 
CW12,Wed,Bridgewater,Women of Dignity,"Trinity covenant Ch., South St.",7-8 p.m.,Handicap Yes
C12TW,Wed,Brighton,Women's Hope,"Marine Public Hosp., 77 Warren St., 3rd Fl., Rm. 3",7-8 p.m., 
OD,Wed,Brighton,B.L.T.N.,"St. Elizabeth's Hosp., 736 Cambridge St.",8-9 p.m., 
OD,Wed,Brockton,Fellowship,"Central United Meth., 65 W. Elm St.",10:00 a.m., 
O,Wed,Brockton,New Beginnings,"Luth. Ch., Main & Nilsson Sts.",7 p.m., 
O*,Wed,Brockton,Westgate,"Prince of Peace Ch., 906 N. Main St.","8 - 9 p.m., Beg. 6:45 p.m.", 
OD,Wed,Brookline,Daily Reflections,"United Parish Ch., 210 Harvard St.",8-9 am, 
OD,Wed,Brookline,Solutions,"HRI Café, 227 Babcock St",6:30 -7:30 p.m., 
OD,Wed,Burlington,Top of the Hill,"St. Margaret's, Par. Hall, 111 Winn St.",Noon,Handicap Yes
CBB,Wed,Burlington, ,"St. Margaret's CCD, 111 Winn St.",7:30 p.m.,Handicap Yes
O,Wed,Buzzards Bay,Wednesday,"St.Peter's, 165 Main St.",7:30 - 8:30 p.m., 
ODW,Wed,Cambridge,Morning Glories,"1st Church Cong., 11 Garden St.",7 a.m., 
OBB,Wed,Cambridge,Kendall Square,"MIT Bld., E25, Rm. 119, 45 Carlton St.",7:15-8:15 a.m., 
CDM,Wed,Cambridge,Hair Of The Dog,"Christ Ch., 0 Garden St.",7:30-8:15 a.m., 
CBB,Wed,Cambridge,Gratitude,"Methodist church, 1555 Mass. Ave",Noon-1 p.m.,Handicap Yes
OSD,Wed,Cambridge,Live+Let Live Beginners,"St. Peter's Cafe., 96 Concord Ave.",7-8:15 p.m.,Handicap Yes
ODYP1,Wed,Cambridge,Young People,"First Baptist Ch., 5 Magazine St.",8-9:15 p.m., 
OD,Wed,Canton,Noontime,"Trinity Church, Rte. 128 & 138 North",NOON - 1p.m., 
OD,Wed,Carver,Welcome Home,"Vine Ch., Wareham St.",8-9 p.m., 
OD,Wed,Centerville,Hour Of Power,"Our Lady, 230 So. Main St.",7:30-8:30 a.m., 
OD,Wed,Centerville,Discussion,"Cong., 565 Main St.",7:30 p.m., 
OD,Wed,Charlestown,DAAT,586 Rutherford Ave.,Noon-1 p.m.,Handicap Yes
C12W,Wed,Charlestown,Women Of Hope,"Mishawum Park, 336 Main st.",7:00 p.m.,Handicap Yes
OD,Wed,Charlestown,Beginners,586 Rutherford Ave.,7-8 pm, 
OBB,Wed,Chelmsford, ,Central Baptist on Common,12:15-1:15 p.m., 
OD,Wed,Chelsea,Original,"St. Luke's, 201-205 Wash. Ave.",8 p.m.,Handicap Yes
OD,Wed,Clinton,Keep The Faith,"A.I.R,256 High St.",NOON, 
C12,Wed,Concord,Early Birds,"Union Church, 1317 Main St",6:30 a.m., 
OD,Wed,Concord,Sobah Camel,"Monument Hall, 62 Monument Sq.",12-1 p.m.,Handicap Yes
O12,Wed,Danvers,Eye Opener,"All Saints Episc. Ch., Holten St., Front Door",7-8 a.m., 
OD,Wed,Danvers,Road To Recovery,"All Saints Episc. Ch., Holten St.",Noon-1 p.m., 
CD,Wed,Danvers,Preamble,"1st Church of Danvers, 41 Centre St.",5-6 p.m.,Yes
ODW,Wed,Danvers,New Beginnings,"All Saints Episc. Ch., Holten St.",7 p.m., 
O,Wed,Danvers,Starting Over,"1st Ch., of Danvers, 41 Center St.",7-8 P.M., 
CWD,Wed,Dedham, ,"St. Paul's, House 73 Court St.",9:30 a.m., 
C12W,Wed,Dedham,Girls Night Out,"First Church & Parish, 670 High St",7 - 8 pm, 
O,Wed,Dedham, ,"St. Susanna, 262 Needham St.",7:30-8:30 p.m., 
O12,Wed,Dighton,Red Road 12 & 12,"Council Hall, 1111 Somerset Ave.",7:30 p.m.,Handicap Yes
O12,Wed,Dorchester,Greater Hope for Our Hope,"Missional Ch., 266 Quincy St.",7-8 pm, 
CWBB,Wed,Dorchester,Living Room,"Christ Community ch., 51 Walnut St.",7 - 8:15 p.m., 
C12,Wed,Dorchester,Quincy St. Group,"Mission Church, 266 Quincy St.",7:00 p.m., 
O*,Wed,Dorchester,Grace,"IBEW Hall, 256 Freeport St.","7-8 p.m., Beg. 6-6:45 p.m.",Handicap Yes
OD,Wed,Dorchester,Dr. Bob,"Dorchester House, Gsrden Rm., 1353 Dot. Ave.",7:30 - 8:30 p.m., 
SD,Wed,Dracut,Sobriety 101,"St. Marguerite d'Youville, 1340 Lakeview Ave.",Noon, 
CWD,Wed,Duxbury,Duxbury,"Pilgrim Congregational Ch., 404 Washington St.",7:30 p.m., 
